Item_Name,Year,Week,Date,Predicted_Orders,Category
Dhansak - King Prawn,2019,37,2019-09-09,1.6885822510822512,Main - Curry
Dhansak - Lamb,2019,37,2019-09-09,1.6885822510822512,Main - Curry
Dhansak - Prawn,2019,37,2019-09-09,1.6885822510822512,Main - Curry
Dhansak Sauce,2019,37,2019-09-09,1.6885822510822512,Side - Accompaniment
Diet Coke 1.5 ltr,2019,37,2019-09-09,1.6885822510822512,Drink
Dupiaza,2019,37,2019-09-09,1.6885822510822512,Main - Curry
Dupiaza - Chicken,2019,37,2019-09-09,1.6885822510822512,Main - Curry
Dupiaza - Chicken Tikka,2019,37,2019-09-09,1.6885822510822512,Main - Curry
Dupiaza - King Prawn,2019,37,2019-09-09,1.6885822510822512,Main - Curry
Dupiaza - Lamb,2019,37,2019-09-09,1.6885822510822512,Main - Curry
Dupiaza - Prawn,2019,37,2019-09-09,1.6885822510822512,Main - Curry
Egg Paratha,2019,37,2019-09-09,1.6885822510822512,Side - Bread
Egg Rice,2019,37,2019-09-09,1.6885822510822512,Side - Rice
French Fries,2019,37,2019-09-09,6.218666666666667,Starter / Snack
Garlic Naan,2019,37,2019-09-09,18.883333333333336,Side - Bread
Garlic Rice,2019,37,2019-09-09,1.6885822510822512,Side - Rice
Green Salad,2019,37,2019-09-09,1.6885822510822512,Starter / Snack
Hazary Lamb,2019,37,2019-09-09,1.6885822510822512,Main - Curry
Hazary Lamb Chilli Garlic,2019,37,2019-09-09,1.6885822510822512,Main - Curry
House Red Wine 75cl,2019,37,2019-09-09,3.2331666666666665,Drink
House White Wine 75cl,2019,37,2019-09-09,1.6885822510822512,Drink
Keema Naan,2019,37,2019-09-09,10.63,Side - Bread
Keema Rice,2019,37,2019-09-09,1.8950238095238097,Side - Rice
King Prawn Balti,2019,37,2019-09-09,1.6885822510822512,Main - Curry
King Prawn Biryani,2019,37,2019-09-09,1.6885822510822512,Main - Biryani
King Prawn Butterfly,2019,37,2019-09-09,1.6885822510822512,Starter / Snack
King Prawn Hari Mirch,2019,37,2019-09-09,1.6885822510822512,Main - Curry
King Prawn Karahi,2019,37,2019-09-09,1.6885822510822512,Main - Curry
King Prawn Puree,2019,37,2019-09-09,4.720666666666666,Side - Bread
King Prawn Shaslick,2019,37,2019-09-09,1.6885822510822512,Other
Korma,2019,37,2019-09-09,19.78,Main - Curry
Korma - Chicken,2019,37,2019-09-09,19.78,Main - Curry
Korma - Chicken Tikka,2019,37,2019-09-09,1.6885822510822512,Main - Curry
Korma - King Prawn,2019,37,2019-09-09,1.6885822510822512,Main - Curry
Korma - Lamb,2019,37,2019-09-09,1.6885822510822512,Main - Curry
Korma - Prawn,2019,37,2019-09-09,1.6885822510822512,Main - Curry
Korma Sauce,2019,37,2019-09-09,1.6885822510822512,Side - Accompaniment
Kulcha Naan,2019,37,2019-09-09,1.6885822510822512,Side - Bread
Kurma,2019,37,2019-09-09,1.6885822510822512,Main - Curry
Lal Mirch Chicken,2019,37,2019-09-09,1.6885822510822512,Main - Curry
Lal Mirch Lamb,2019,37,2019-09-09,1.6885822510822512,Main - Curry
Lamb Achar,2019,37,2019-09-09,1.6885822510822512,Other
Lamb Balti,2019,37,2019-09-09,1.6885822510822512,Main - Curry
Lamb Biryani,2019,37,2019-09-09,7.9665,Main - Biryani
Lamb Chilli Garlic,2019,37,2019-09-09,1.6885822510822512,Other
Lamb Hari Mirch,2019,37,2019-09-09,1.6885822510822512,Main - Curry
Lamb Haryali,2019,37,2019-09-09,1.6885822510822512,Main - Curry
Lamb Karahi,2019,37,2019-09-09,1.6885822510822512,Main - Curry
Lamb Mysore,2019,37,2019-09-09,1.6885822510822512,Main - Curry
Lamb Persian,2019,37,2019-09-09,1.6885822510822512,Main - Curry
Lamb Rezala,2019,37,2019-09-09,1.6885822510822512,Main - Curry
Lamb Roshni,2019,37,2019-09-09,1.6885822510822512,Main - Curry
Lamb Shashlick,2019,37,2019-09-09,1.6885822510822512,Main - Tandoori / Grill
Lamb Shashlick Curry,2019,37,2019-09-09,1.6885822510822512,Main - Tandoori / Grill
Lamb Sylhet,2019,37,2019-09-09,1.6885822510822512,Main - Curry
Lamb Tikka,2019,37,2019-09-09,1.6885822510822512,Other
Lamb Tikka (Main),2019,37,2019-09-09,1.6885822510822512,Other
Lamb Tikka Balti,2019,37,2019-09-09,1.6885822510822512,Main - Curry
Lamb Tikka Biryani,2019,37,2019-09-09,1.6885822510822512,Main - Biryani
Lamb Tikka Chilli Masala,2019,37,2019-09-09,1.6885822510822512,Main - Curry
Lamb Tikka Garlic,2019,37,2019-09-09,1.6885822510822512,Other
Lamb Tikka Jalfrezi,2019,37,2019-09-09,1.6885822510822512,Main - Curry
Lamb Tikka Jeera,2019,37,2019-09-09,1.6885822510822512,Main - Curry
Lamb Tikka Karahi,2019,37,2019-09-09,1.6885822510822512,Main - Curry
Lamb Tikka Masala,2019,37,2019-09-09,1.6885822510822512,Main - Curry
Lamb Tikka Pasanda,2019,37,2019-09-09,1.6885822510822512,Main - Curry
Lamb Tikka Sizzler,2019,37,2019-09-09,1.6885822510822512,Main - Tandoori / Grill
Lemon Rice,2019,37,2019-09-09,1.6885822510822512,Side - Rice
Lemonade 1.5 ltr,2019,37,2019-09-09,1.6885822510822512,Drink
Lime Pickle,2019,37,2019-09-09,1.6885822510822512,Side - Accompaniment
Madras,2019,37,2019-09-09,3.2331666666666665,Main - Curry
Madras - Chicken,2019,37,2019-09-09,6.073666666666667,Main - Curry
Madras - Chicken Tikka,2019,37,2019-09-09,1.6885822510822512,Main - Curry
Madras - King Prawn,2019,37,2019-09-09,1.6885822510822512,Main - Curry
Madras - Lamb,2019,37,2019-09-09,3.2331666666666665,Main - Curry
Madras - Prawn,2019,37,2019-09-09,1.6885822510822512,Main - Curry
Madras Sauce,2019,37,2019-09-09,1.6885822510822512,Side - Accompaniment
Mango Chutney,2019,37,2019-09-09,18.883333333333336,Side - Accompaniment
Masala Sauce,2019,37,2019-09-09,1.6885822510822512,Side - Accompaniment
Meat Samosa,2019,37,2019-09-09,7.985833333333334,Starter / Snack
Methi,2019,37,2019-09-09,1.6885822510822512,Main - Curry
Methi - Chicken,2019,37,2019-09-09,1.6885822510822512,Main - Curry
Methi - Chicken Tikka,2019,37,2019-09-09,1.6885822510822512,Main - Curry
Methi - King Prawn,2019,37,2019-09-09,1.6885822510822512,Main - Curry
Methi - Lamb,2019,37,2019-09-09,1.6885822510822512,Main - Curry
Methi - Prawn,2019,37,2019-09-09,1.6885822510822512,Main - Curry
Mint Sauce,2019,37,2019-09-09,20.08,Side - Accompaniment
Mixed Starter,2019,37,2019-09-09,1.6885822510822512,Starter / Snack
Mixed Vegetable Curry,2019,37,2019-09-09,1.6885822510822512,Other
Mushroom,2019,37,2019-09-09,1.6885822510822512,Other
Mushroom - Chicken,2019,37,2019-09-09,1.6885822510822512,Other
Mushroom - Chicken Tikka,2019,37,2019-09-09,1.6885822510822512,Other
Mushroom - King Prawn,2019,37,2019-09-09,1.6885822510822512,Other
Mushroom - Lamb,2019,37,2019-09-09,1.6885822510822512,Other
Mushroom - Prawn,2019,37,2019-09-09,1.6885822510822512,Other
Mushroom Bhajee,2019,37,2019-09-09,1.6885822510822512,Starter / Snack
Mushroom Rice,2019,37,2019-09-09,16.78666666666667,Side - Rice
Muttar Paneer,2019,37,2019-09-09,1.6885822510822512,Other
Onion Bhajee,2019,37,2019-09-09,20.18,Starter / Snack
Onion Bhaji,2019,37,2019-09-09,18.395,Starter / Snack
Onion Chutney,2019,37,2019-09-09,7.468333333333334,Side - Accompaniment
Onion Naan,2019,37,2019-09-09,1.6885822510822512,Side - Bread
Onion Rice,2019,37,2019-09-09,1.6885822510822512,Side - Rice
Paneer Shaslick,2019,37,2019-09-09,1.6885822510822512,Other
Paneer Tikka Balti,2019,37,2019-09-09,1.6885822510822512,Main - Curry
Paneer Tikka Karahi,2019,37,2019-09-09,1.6885822510822512,Main - Curry
Paneer Tikka Masala,2019,37,2019-09-09,1.6885822510822512,Main - Curry
Paneer Tikka Sizzler,2019,37,2019-09-09,1.6885822510822512,Main - Tandoori / Grill
Paratha,2019,37,2019-09-09,1.6885822510822512,Side - Bread
Pathia,2019,37,2019-09-09,1.6885822510822512,Main - Curry
Pathia - Chicken,2019,37,2019-09-09,1.6885822510822512,Main - Curry
Pathia - Chicken Tikka,2019,37,2019-09-09,1.6885822510822512,Main - Curry
Pathia - King Prawn,2019,37,2019-09-09,1.6885822510822512,Main - Curry
Pathia - Lamb,2019,37,2019-09-09,1.6885822510822512,Main - Curry
Pathia - Prawn,2019,37,2019-09-09,1.6885822510822512,Main - Curry
Perrier Water (750ml),2019,37,2019-09-09,1.6885822510822512,Drink
Persian Chicken Biryani,2019,37,2019-09-09,1.6885822510822512,Main - Biryani
Persian Lamb Biryani,2019,37,2019-09-09,1.6885822510822512,Main - Biryani
Peshwari Naan,2019,37,2019-09-09,20.26,Side - Bread
Pilau Rice,2019,37,2019-09-09,40.42,Side - Rice
Plain Naan,2019,37,2019-09-09,46.27,Side - Bread
Plain Papadum,2019,37,2019-09-09,68.66,Starter / Snack
Plain Rice,2019,37,2019-09-09,18.883333333333336,Side - Rice
Prawn Balti,2019,37,2019-09-09,1.6885822510822512,Main - Curry
Prawn Biryani,2019,37,2019-09-09,1.6885822510822512,Main - Biryani
Prawn Karahi,2019,37,2019-09-09,1.6885822510822512,Main - Curry
Prawn Puree,2019,37,2019-09-09,1.6885822510822512,Side - Bread
Perrier Water (750ml),2019,37,2019-09-09,1.6885822510822512,Drink
Puree,2019,37,2019-09-09,4.720666666666666,Side - Bread
Raitha,2019,37,2019-09-09,1.6885822510822512,Side - Accompaniment
Red Sauce,2019,37,2019-09-09,19.13,Side - Accompaniment
Rogon,2019,37,2019-09-09,1.6885822510822512,Other
Rogon - Chicken,2019,37,2019-09-09,1.6885822510822512,Other
Rogon - Chicken Tikka,2019,37,2019-09-09,1.6885822510822512,Other
Rogon - King Prawn,2019,37,2019-09-09,1.6885822510822512,Other
Rogon - Lamb,2019,37,2019-09-09,1.6885822510822512,Other
Rogon - Prawn,2019,37,2019-09-09,1.6885822510822512,Other
Royal Paneer,2019,37,2019-09-09,3.321833333333333,Main - Curry
Saag,2019,37,2019-09-09,1.6885822510822512,Main - Curry
Saag - Chicken,2019,37,2019-09-09,1.6885822510822512,Main - Curry
Saag - Chicken Tikka,2019,37,2019-09-09,1.6885822510822512,Main - Curry
Saag - King Prawn,2019,37,2019-09-09,1.6885822510822512,Main - Curry
Saag - Lamb,2019,37,2019-09-09,1.6885822510822512,Main - Curry
Saag - Prawn,2019,37,2019-09-09,1.6885822510822512,Main - Curry
Saag Aloo,2019,37,2019-09-09,5.030047619047619,Main - Curry
Saag Bhajee,2019,37,2019-09-09,1.6885822510822512,Starter / Snack
Saag Dall,2019,37,2019-09-09,1.6885822510822512,Main - Curry
Saag Paneer,2019,37,2019-09-09,5.954166666666668,Main - Curry
Saag Rice,2019,37,2019-09-09,1.6885822510822512,Side - Rice
Sheek Kebab,2019,37,2019-09-09,1.6885822510822512,Main - Tandoori / Grill
Sheek Kebab (Main),2019,37,2019-09-09,1.6885822510822512,Main - Tandoori / Grill
Sheek Kebab,2019,37,2019-09-09,1.6885822510822512,Main - Tandoori / Grill
Special Fried Rice,2019,37,2019-09-09,7.846333333333333,Side - Rice
Spicy Papadum,2019,37,2019-09-09,20.08,Starter / Snack
Still Water (750ml),2019,37,2019-09-09,1.6885822510822512,Drink
Stuffed Paratha,2019,37,2019-09-09,1.6885822510822512,Side - Bread
Tandoori Chicken,2019,37,2019-09-09,1.6885822510822512,Main - Tandoori / Grill
Tandoori Chicken (1/4),2019,37,2019-09-09,1.6885822510822512,Main - Tandoori / Grill
Tandoori Chicken (Main),2019,37,2019-09-09,1.6885822510822512,Main - Tandoori / Grill
Tandoori Chicken Masala,2019,37,2019-09-09,1.6885822510822512,Main - Tandoori / Grill
Tandoori Fish,2019,37,2019-09-09,1.6885822510822512,Main - Tandoori / Grill
Tandoori Fish (Main),2019,37,2019-09-09,1.6885822510822512,Main - Tandoori / Grill
Tandoori King Prawn Garlic,2019,37,2019-09-09,1.6885822510822512,Main - Tandoori / Grill
Tandoori King Prawn Masala,2019,37,2019-09-09,1.6885822510822512,Main - Tandoori / Grill
Tandoori Mixed Grill,2019,37,2019-09-09,6.073666666666667,Main - Tandoori / Grill
Tandoori Roti,2019,37,2019-09-09,1.6885822510822512,Side - Bread
Tarka Dall,2019,37,2019-09-09,5.030047619047619,Other
Vegetable Balti,2019,37,2019-09-09,1.6885822510822512,Main - Curry
Vegetable Biryani,2019,37,2019-09-09,4.528083333333332,Main - Biryani
Vegetable Karahi,2019,37,2019-09-09,1.6885822510822512,Main - Curry
Vegetable Mysore,2019,37,2019-09-09,1.6885822510822512,Main - Curry
Vegetable Rice,2019,37,2019-09-09,1.6885822510822512,Side - Rice
Vegetable Roll,2019,37,2019-09-09,1.6885822510822512,Starter / Snack
Vegetable Samosa,2019,37,2019-09-09,7.9665,Starter / Snack
Vindaloo,2019,37,2019-09-09,1.6885822510822512,Main - Curry
Vindaloo - Chicken,2019,37,2019-09-09,4.720666666666666,Main - Curry
Vindaloo - Chicken Tikka,2019,37,2019-09-09,1.6885822510822512,Main - Curry
Vindaloo - King Prawn,2019,37,2019-09-09,1.6885822510822512,Main - Curry
Vindaloo - Lamb,2019,37,2019-09-09,1.6885822510822512,Main - Curry
Vindaloo - Prawn,2019,37,2019-09-09,1.6885822510822512,Main - Curry
Vindaloo Sauce,2019,37,2019-09-09,1.6885822510822512,Side - Accompaniment
Aloo Chaat,2019,38,2019-09-16,5.857666666666668,Starter / Snack
Aloo Gobi,2019,38,2019-09-16,4.681666666666667,Other
Aloo Methi,2019,38,2019-09-16,1.855071486520016,Main - Curry
Baingan Hari Mirch,2019,38,2019-09-16,1.855071486520016,Main - Curry
Bengal Fish Biryani,2019,38,2019-09-16,1.855071486520016,Main - Biryani
Bengal Fish Karahi,2019,38,2019-09-16,1.855071486520016,Main - Curry
Bengal Fry Fish,2019,38,2019-09-16,1.855071486520016,Other
Bengal King Prawn,2019,38,2019-09-16,1.855071486520016,Other
Bengal Salad,2019,38,2019-09-16,1.855071486520016,Starter / Snack
Bhindi Bhajee,2019,38,2019-09-16,1.855071486520016,Starter / Snack
Bhuna,2019,38,2019-09-16,2.03,Main - Curry
Bhuna - Chicken,2019,38,2019-09-16,1.855071486520016,Main - Curry
Bhuna - Chicken Tikka,2019,38,2019-09-16,1.855071486520016,Main - Curry
Bhuna - King Prawn,2019,38,2019-09-16,1.855071486520016,Main - Curry
Bhuna - Lamb,2019,38,2019-09-16,1.855071486520016,Main - Curry
Bhuna - Prawn,2019,38,2019-09-16,1.855071486520016,Main - Curry
Bombay Aloo,2019,38,2019-09-16,17.44,Other
Bottle Coke,2019,38,2019-09-16,1.855071486520016,Drink
Bottle Diet Coke,2019,38,2019-09-16,1.855071486520016,Drink
Brinjal Bhajee,2019,38,2019-09-16,1.855071486520016,Starter / Snack
Butter Chicken,2019,38,2019-09-16,1.855071486520016,Main - Curry
COBRA ( LARGE ),2019,38,2019-09-16,1.855071486520016,Drink
COBRA (330ML),2019,38,2019-09-16,1.855071486520016,Drink
COBRA (660ML),2019,38,2019-09-16,1.855071486520016,Drink
Cauliflower Bhajee,2019,38,2019-09-16,1.855071486520016,Starter / Snack
Chana Masala,2019,38,2019-09-16,1.855071486520016,Main - Curry
Chapati,2019,38,2019-09-16,6.255,Side - Bread
Chicken Achar,2019,38,2019-09-16,1.855071486520016,Other
Chicken Balti,2019,38,2019-09-16,3.0667142857142853,Main - Curry
Chicken Biryani,2019,38,2019-09-16,4.681666666666667,Main - Biryani
Chicken Chaat,2019,38,2019-09-16,1.855071486520016,Starter / Snack
Chicken Chaat Main,2019,38,2019-09-16,1.855071486520016,Starter / Snack
Chicken Chilli Garlic,2019,38,2019-09-16,1.855071486520016,Other
Chicken Hari Mirch,2019,38,2019-09-16,1.855071486520016,Main - Curry
Chicken Haryali,2019,38,2019-09-16,1.855071486520016,Main - Curry
Chicken Karahi,2019,38,2019-09-16,1.855071486520016,Main - Curry
Chicken Mysore,2019,38,2019-09-16,1.855071486520016,Main - Curry
Chicken Pakora,2019,38,2019-09-16,3.755166666666667,Starter / Snack
Chicken Rezala,2019,38,2019-09-16,1.855071486520016,Main - Curry
Chicken Roshni,2019,38,2019-09-16,1.855071486520016,Main - Curry
Chicken Shashlick,2019,38,2019-09-16,1.855071486520016,Main - Tandoori / Grill
Chicken Shashlick Curry,2019,38,2019-09-16,1.855071486520016,Main - Tandoori / Grill
Chicken Sylhet,2019,38,2019-09-16,1.855071486520016,Main - Curry
Chicken Tikka,2019,38,2019-09-16,5.857666666666668,Other
Chicken Tikka (Main),2019,38,2019-09-16,5.857666666666668,Other
Chicken Tikka Balti,2019,38,2019-09-16,1.855071486520016,Main - Curry
Chicken Tikka Biryani,2019,38,2019-09-16,5.857666666666668,Main - Biryani
Chicken Tikka Chilli Masala,2019,38,2019-09-16,1.855071486520016,Main - Curry
Chicken Tikka Garlic,2019,38,2019-09-16,1.855071486520016,Other
Chicken Tikka Jalfrezi,2019,38,2019-09-16,5.857666666666668,Main - Curry
Chicken Tikka Jeera,2019,38,2019-09-16,1.855071486520016,Main - Curry
Chicken Tikka Karahi,2019,38,2019-09-16,1.855071486520016,Main - Curry
Chicken Tikka Masala,2019,38,2019-09-16,20.69,Main - Curry
Chicken Tikka Pasanda,2019,38,2019-09-16,1.855071486520016,Main - Curry
Chicken Tikka Sizzler,2019,38,2019-09-16,1.855071486520016,Main - Tandoori / Grill
Coke 1.5 ltr,2019,38,2019-09-16,1.855071486520016,Drink
Curry,2019,38,2019-09-16,5.857666666666668,Other
Curry - Chicken,2019,38,2019-09-16,2.03,Other
Curry - Chicken Tikka,2019,38,2019-09-16,1.855071486520016,Other
Curry - King Prawn,2019,38,2019-09-16,1.855071486520016,Other
Curry - Lamb,2019,38,2019-09-16,1.855071486520016,Other
Curry - Prawn,2019,38,2019-09-16,1.855071486520016,Other
Curry Sauce,2019,38,2019-09-16,1.855071486520016,Side - Accompaniment
Dall Samba,2019,38,2019-09-16,1.855071486520016,Main - Curry
Dhansak,2019,38,2019-09-16,1.855071486520016,Main - Curry
Dhansak - Chicken,2019,38,2019-09-16,1.855071486520016,Main - Curry
Dhansak - Chicken Tikka,2019,38,2019-09-16,1.855071486520016,Main - Curry
Dhansak - King Prawn,2019,38,2019-09-16,1.855071486520016,Main - Curry
Dhansak - Lamb,2019,38,2019-09-16,1.855071486520016,Main - Curry
Dhansak - Prawn,2019,38,2019-09-16,1.855071486520016,Main - Curry
Dhansak Sauce,2019,38,2019-09-16,1.855071486520016,Side - Accompaniment
Diet Coke 1.5 ltr,2019,38,2019-09-16,1.855071486520016,Drink
Dupiaza,2019,38,2019-09-16,1.855071486520016,Main - Curry
Dupiaza - Chicken,2019,38,2019-09-16,1.855071486520016,Main - Curry
Dupiaza - Chicken Tikka,2019,38,2019-09-16,1.855071486520016,Main - Curry
Dupiaza - King Prawn,2019,38,2019-09-16,1.855071486520016,Main - Curry
Dupiaza - Lamb,2019,38,2019-09-16,1.855071486520016,Main - Curry
Dupiaza - Prawn,2019,38,2019-09-16,1.855071486520016,Main - Curry
Egg Paratha,2019,38,2019-09-16,1.855071486520016,Side - Bread
Egg Rice,2019,38,2019-09-16,1.855071486520016,Side - Rice
French Fries,2019,38,2019-09-16,4.681666666666667,Starter / Snack
Garlic Naan,2019,38,2019-09-16,19.47416666666667,Side - Bread
Garlic Rice,2019,38,2019-09-16,1.855071486520016,Side - Rice
Green Salad,2019,38,2019-09-16,1.855071486520016,Starter / Snack
Hazary Lamb,2019,38,2019-09-16,1.855071486520016,Main - Curry
Hazary Lamb Chilli Garlic,2019,38,2019-09-16,1.855071486520016,Main - Curry
House Red Wine 75cl,2019,38,2019-09-16,2.03,Drink
House White Wine 75cl,2019,38,2019-09-16,1.855071486520016,Drink
Keema Naan,2019,38,2019-09-16,10.63,Side - Bread
Keema Rice,2019,38,2019-09-16,3.0667142857142853,Side - Rice
King Prawn Balti,2019,38,2019-09-16,1.855071486520016,Main - Curry
King Prawn Biryani,2019,38,2019-09-16,1.855071486520016,Main - Biryani
King Prawn Butterfly,2019,38,2019-09-16,1.855071486520016,Starter / Snack
King Prawn Hari Mirch,2019,38,2019-09-16,1.855071486520016,Main - Curry
King Prawn Karahi,2019,38,2019-09-16,1.855071486520016,Main - Curry
King Prawn Puree,2019,38,2019-09-16,5.857666666666668,Side - Bread
King Prawn Shaslick,2019,38,2019-09-16,1.855071486520016,Other
Korma,2019,38,2019-09-16,20.23,Main - Curry
Korma - Chicken,2019,38,2019-09-16,20.23,Main - Curry
Korma - Chicken Tikka,2019,38,2019-09-16,1.855071486520016,Main - Curry
Korma - King Prawn,2019,38,2019-09-16,1.855071486520016,Main - Curry
Korma - Lamb,2019,38,2019-09-16,1.855071486520016,Main - Curry
Korma - Prawn,2019,38,2019-09-16,1.855071486520016,Main - Curry
Korma Sauce,2019,38,2019-09-16,1.855071486520016,Side - Accompaniment
Kulcha Naan,2019,38,2019-09-16,1.855071486520016,Side - Bread
Kurma,2019,38,2019-09-16,1.855071486520016,Main - Curry
Lal Mirch Chicken,2019,38,2019-09-16,1.855071486520016,Main - Curry
Lal Mirch Lamb,2019,38,2019-09-16,1.855071486520016,Main - Curry
Lamb Achar,2019,38,2019-09-16,1.855071486520016,Other
Lamb Balti,2019,38,2019-09-16,1.855071486520016,Main - Curry
Lamb Biryani,2019,38,2019-09-16,6.265,Main - Biryani
Lamb Chilli Garlic,2019,38,2019-09-16,1.855071486520016,Other
Lamb Hari Mirch,2019,38,2019-09-16,1.855071486520016,Main - Curry
Lamb Haryali,2019,38,2019-09-16,1.855071486520016,Main - Curry
Lamb Karahi,2019,38,2019-09-16,1.855071486520016,Main - Curry
Lamb Mysore,2019,38,2019-09-16,1.855071486520016,Main - Curry
Lamb Persian,2019,38,2019-09-16,1.855071486520016,Main - Curry
Lamb Rezala,2019,38,2019-09-16,1.855071486520016,Main - Curry
Lamb Roshni,2019,38,2019-09-16,1.855071486520016,Main - Curry
Lamb Shashlick,2019,38,2019-09-16,1.855071486520016,Main - Tandoori / Grill
Lamb Shashlick Curry,2019,38,2019-09-16,1.855071486520016,Main - Tandoori / Grill
Lamb Sylhet,2019,38,2019-09-16,1.855071486520016,Main - Curry
Lamb Tikka,2019,38,2019-09-16,1.855071486520016,Other
Lamb Tikka (Main),2019,38,2019-09-16,1.855071486520016,Other
Lamb Tikka Balti,2019,38,2019-09-16,1.855071486520016,Main - Curry
Lamb Tikka Biryani,2019,38,2019-09-16,1.855071486520016,Main - Biryani
Lamb Tikka Chilli Masala,2019,38,2019-09-16,1.855071486520016,Main - Curry
Lamb Tikka Garlic,2019,38,2019-09-16,1.855071486520016,Other
Lamb Tikka Jalfrezi,2019,38,2019-09-16,1.855071486520016,Main - Curry
Lamb Tikka Jeera,2019,38,2019-09-16,1.855071486520016,Main - Curry
Lamb Tikka Karahi,2019,38,2019-09-16,1.855071486520016,Main - Curry
Lamb Tikka Masala,2019,38,2019-09-16,1.855071486520016,Main - Curry
Lamb Tikka Pasanda,2019,38,2019-09-16,1.855071486520016,Main - Curry
Lamb Tikka Sizzler,2019,38,2019-09-16,1.855071486520016,Main - Tandoori / Grill
Lemon Rice,2019,38,2019-09-16,1.855071486520016,Side - Rice
Lemonade 1.5 ltr,2019,38,2019-09-16,1.855071486520016,Drink
Lime Pickle,2019,38,2019-09-16,1.855071486520016,Side - Accompaniment
Madras,2019,38,2019-09-16,2.03,Main - Curry
Madras - Chicken,2019,38,2019-09-16,4.681666666666667,Main - Curry
Madras - Chicken Tikka,2019,38,2019-09-16,1.855071486520016,Main - Curry
Madras - King Prawn,2019,38,2019-09-16,1.855071486520016,Main - Curry
Madras - Lamb,2019,38,2019-09-16,2.03,Main - Curry
Madras - Prawn,2019,38,2019-09-16,1.855071486520016,Main - Curry
Madras Sauce,2019,38,2019-09-16,1.855071486520016,Side - Accompaniment
Mango Chutney,2019,38,2019-09-16,19.47416666666667,Side - Accompaniment
Masala Sauce,2019,38,2019-09-16,1.855071486520016,Side - Accompaniment
Meat Samosa,2019,38,2019-09-16,6.255,Starter / Snack
Methi,2019,38,2019-09-16,1.855071486520016,Main - Curry
Methi - Chicken,2019,38,2019-09-16,1.855071486520016,Main - Curry
Methi - Chicken Tikka,2019,38,2019-09-16,1.855071486520016,Main - Curry
Methi - King Prawn,2019,38,2019-09-16,1.855071486520016,Main - Curry
Methi - Lamb,2019,38,2019-09-16,1.855071486520016,Main - Curry
Methi - Prawn,2019,38,2019-09-16,1.855071486520016,Main - Curry
Mint Sauce,2019,38,2019-09-16,19.53666666666667,Side - Accompaniment
Mixed Starter,2019,38,2019-09-16,1.855071486520016,Starter / Snack
Mixed Vegetable Curry,2019,38,2019-09-16,1.855071486520016,Other
Mushroom,2019,38,2019-09-16,1.855071486520016,Other
Mushroom - Chicken,2019,38,2019-09-16,1.855071486520016,Other
Mushroom - Chicken Tikka,2019,38,2019-09-16,1.855071486520016,Other
Mushroom - King Prawn,2019,38,2019-09-16,1.855071486520016,Other
Mushroom - Lamb,2019,38,2019-09-16,1.855071486520016,Other
Mushroom - Prawn,2019,38,2019-09-16,1.855071486520016,Other
Mushroom Bhajee,2019,38,2019-09-16,1.855071486520016,Starter / Snack
Mushroom Rice,2019,38,2019-09-16,15.582666666666666,Side - Rice
Muttar Paneer,2019,38,2019-09-16,1.855071486520016,Other
Onion Bhajee,2019,38,2019-09-16,19.87,Starter / Snack
Onion Bhaji,2019,38,2019-09-16,18.14,Starter / Snack
Onion Chutney,2019,38,2019-09-16,4.097142857142857,Side - Accompaniment
Onion Naan,2019,38,2019-09-16,1.855071486520016,Side - Bread
Onion Rice,2019,38,2019-09-16,1.855071486520016,Side - Rice
Paneer Shaslick,2019,38,2019-09-16,1.855071486520016,Other
Paneer Tikka Balti,2019,38,2019-09-16,1.855071486520016,Main - Curry
Paneer Tikka Karahi,2019,38,2019-09-16,1.855071486520016,Main - Curry
Paneer Tikka Masala,2019,38,2019-09-16,1.855071486520016,Main - Curry
Paneer Tikka Sizzler,2019,38,2019-09-16,1.855071486520016,Main - Tandoori / Grill
Paratha,2019,38,2019-09-16,1.855071486520016,Side - Bread
Pathia,2019,38,2019-09-16,1.855071486520016,Main - Curry
Pathia - Chicken,2019,38,2019-09-16,1.855071486520016,Main - Curry
Pathia - Chicken Tikka,2019,38,2019-09-16,1.855071486520016,Main - Curry
Pathia - King Prawn,2019,38,2019-09-16,1.855071486520016,Main - Curry
Pathia - Lamb,2019,38,2019-09-16,1.855071486520016,Main - Curry
Pathia - Prawn,2019,38,2019-09-16,1.855071486520016,Main - Curry
Perrier Water (750ml),2019,38,2019-09-16,1.855071486520016,Drink
Persian Chicken Biryani,2019,38,2019-09-16,1.855071486520016,Main - Biryani
Persian Lamb Biryani,2019,38,2019-09-16,1.855071486520016,Main - Biryani
Peshwari Naan,2019,38,2019-09-16,19.576666666666668,Side - Bread
Pilau Rice,2019,38,2019-09-16,42.9,Side - Rice
Plain Naan,2019,38,2019-09-16,40.4,Side - Bread
Plain Papadum,2019,38,2019-09-16,68.6,Starter / Snack
Plain Rice,2019,38,2019-09-16,19.47416666666667,Side - Rice
Prawn Balti,2019,38,2019-09-16,1.855071486520016,Main - Curry
Prawn Biryani,2019,38,2019-09-16,1.855071486520016,Main - Biryani
Prawn Karahi,2019,38,2019-09-16,1.855071486520016,Main - Curry
Prawn Puree,2019,38,2019-09-16,1.855071486520016,Side - Bread
Perrier Water (750ml),2019,38,2019-09-16,1.855071486520016,Drink
Puree,2019,38,2019-09-16,5.857666666666668,Side - Bread
